log_om_s,log_gpp_s,mat_s,sample_id,year,site_id,lambda,.lower,.upper,.width,.point,.interval
-0.4189137356667003,-0.7406933985980093,-0.3020623689802421,26,2016,HOPB,-1.250667078232643,-1.258704040048141,-1.2428107766547254,0.95,median,qi
-0.4189137356667003,-0.7406933985980093,-0.3020623689802421,27,2017,HOPB,-1.26769718454493,-1.2745662070081814,-1.2611099664845988,0.95,median,qi
-0.4189137356667003,-0.7406933985980093,-0.3020623689802421,28,2017,HOPB,-1.2274107363518403,-1.2343376438834601,-1.2207618468736154,0.95,median,qi
-0.4189137356667003,-0.7406933985980093,-0.3020623689802421,29,2018,HOPB,-1.238392505135927,-1.2497019738473913,-1.2273756956628146,0.95,median,qi
-0.4189137356667003,-0.7406933985980093,-0.3020623689802421,30,2019,HOPB,-1.2437821267836227,-1.254788615576877,-1.2323355430372382,0.95,median,qi
-0.4189137356667003,-0.7406933985980093,-0.3020623689802421,31,2019,HOPB,-1.3969011026167912,-1.4033241991201604,-1.3905839677967327,0.95,median,qi
-0.4189137356667003,-0.7406933985980093,-0.3020623689802421,32,2020,HOPB,-1.2636075097688624,-1.2698776805204632,-1.2573493854587687,0.95,median,qi
-0.4189137356667003,-0.7406933985980093,-0.3020623689802421,33,2021,HOPB,-1.2100015813495728,-1.2195681458060603,-1.2009549447030765,0.95,median,qi
-0.4189137356667003,-0.7406933985980093,-0.3020623689802421,34,2021,HOPB,-1.2936768206901204,-1.3031587457595195,-1.2844312331191745,0.95,median,qi
-0.4189137356667003,-0.7406933985980093,-0.3020623689802421,122,2018,HOPB,-1.264929151131268,-1.279523273400779,-1.2510847004689396,0.95,median,qi
-0.3711265572538044,0.36069937537264757,0.13017536524524342,1,2016,ARIK,-1.2280043867221164,-1.2466621442435044,-1.2098568077899317,0.95,median,qi
-0.3711265572538044,0.36069937537264757,0.13017536524524342,2,2016,ARIK,-1.1611136047025925,-1.1666549248372784,-1.155684130351443,0.95,median,qi
-0.3711265572538044,0.36069937537264757,0.13017536524524342,3,2017,ARIK,-1.2217251103840985,-1.2289665462549515,-1.2147749909735193,0.95,median,qi
-0.3711265572538044,0.36069937537264757,0.13017536524524342,4,2017,ARIK,-1.2570434972859859,-1.271621042174281,-1.2431367574265741,0.95,median,qi
-0.3711265572538044,0.36069937537264757,0.13017536524524342,5,2018,ARIK,-1.2215913241013667,-1.2327125466058262,-1.21114165593032,0.95,median,qi
-0.3711265572538044,0.36069937537264757,0.13017536524524342,6,2018,ARIK,-1.1847755905587865,-1.193681271793334,-1.1757998603858435,0.95,median,qi
-0.3711265572538044,0.36069937537264757,0.13017536524524342,7,2019,ARIK,-1.249535351369555,-1.258304170251432,-1.2406076393006884,0.95,median,qi
-0.3711265572538044,0.36069937537264757,0.13017536524524342,8,2019,ARIK,-1.301910321500007,-1.308106437967246,-1.2957465814328468,0.95,median,qi
-0.3711265572538044,0.36069937537264757,0.13017536524524342,9,2021,ARIK,-1.2091760360132757,-1.2188615404884033,-1.1996249898729885,0.95,median,qi
-0.3567317068949103,-0.25026377508523845,-1.0104588298072577,138,2019,BLDE,-1.199549359836169,-1.20530386826253,-1.194125782572865,0.95,median,qi
-0.3567317068949103,-0.25026377508523845,-1.0104588298072577,139,2018,BLDE,-1.1887039899519274,-1.1939923734586178,-1.1834203209952372,0.95,median,qi
-0.3567317068949103,-0.25026377508523845,-1.0104588298072577,140,2021,BLDE,-1.2078005970786676,-1.2134538897058311,-1.2019546660765188,0.95,median,qi
-0.31754973754310395,0.2712241766609748,0.2904292129546598,63,2017,MCDI,-1.2750943032763296,-1.2821868904141744,-1.268104030466857,0.95,median,qi
-0.31754973754310395,0.2712241766609748,0.2904292129546598,64,2017,MCDI,-1.2848215856419505,-1.2938007983831672,-1.2761318362313183,0.95,median,qi
-0.31754973754310395,0.2712241766609748,0.2904292129546598,65,2018,MCDI,-1.2897780537349288,-1.29370046397936,-1.2858449660284599,0.95,median,qi
-0.31754973754310395,0.2712241766609748,0.2904292129546598,66,2019,MCDI,-1.239198154290873,-1.2444990959589688,-1.2342115798486688,0.95,median,qi
-0.31754973754310395,0.2712241766609748,0.2904292129546598,67,2019,MCDI,-1.2969580060311183,-1.3023732110665978,-1.291463192910993,0.95,median,qi
-0.31754973754310395,0.2712241766609748,0.2904292129546598,116,2018,MCDI,-1.2491172884975703,-1.256954948616275,-1.241599879494033,0.95,median,qi
-0.31754973754310395,0.2712241766609748,0.2904292129546598,117,2020,MCDI,-1.2940726084758873,-1.2984107713397512,-1.289826928259319,0.95,median,qi
-0.31754973754310395,0.2712241766609748,0.2904292129546598,123,2020,MCDI,-1.2362726781338549,-1.2391768508993972,-1.233352609975842,0.95,median,qi
-0.11042730285549635,0.3556483752913563,-0.6321092151402807,68,2018,MCRA,-1.215015770537108,-1.2203560152963795,-1.2099112718423146,0.95,median,qi
-0.11042730285549635,0.3556483752913563,-0.6321092151402807,124,2021,MCRA,-1.1950914141110247,-1.2073223191394857,-1.1832801068811654,0.95,median,qi
-0.11042730285549635,0.3556483752913563,-0.6321092151402807,125,2017,MCRA,-1.2103718536706085,-1.2227796025610351,-1.1974068231822035,0.95,median,qi
-0.11042730285549635,0.3556483752913563,-0.6321092151402807,127,2019,MCRA,-1.2315882818252593,-1.2535847859795657,-1.21073084893136,0.95,median,qi
0.23256250803473158,-1.4716168912603427,0.20186325712076514,69,2016,POSE,-1.2671121832636838,-1.2785351743500135,-1.2562988893545317,0.95,median,qi
0.23256250803473158,-1.4716168912603427,0.20186325712076514,70,2017,POSE,-1.186111663597067,-1.1933035806553125,-1.178829503665736,0.95,median,qi
0.23256250803473158,-1.4716168912603427,0.20186325712076514,71,2017,POSE,-1.2206019689370535,-1.228315671517868,-1.2130962440944926,0.95,median,qi
0.23256250803473158,-1.4716168912603427,0.20186325712076514,72,2018,POSE,-1.2001302818843664,-1.2068764002727963,-1.1936853065910094,0.95,median,qi
0.23256250803473158,-1.4716168912603427,0.20186325712076514,73,2018,POSE,-1.194679015716206,-1.2004787781712563,-1.1887858713823212,0.95,median,qi
0.23256250803473158,-1.4716168912603427,0.20186325712076514,74,2019,POSE,-1.1830165813736433,-1.1883621664436945,-1.177548114906813,0.95,median,qi
0.23256250803473158,-1.4716168912603427,0.20186325712076514,75,2019,POSE,-1.2327744458984333,-1.246418789863005,-1.219226220883661,0.95,median,qi
0.23256250803473158,-1.4716168912603427,0.20186325712076514,76,2020,POSE,-1.2190118063563116,-1.2280535662066465,-1.2102181008234503,0.95,median,qi
0.23256250803473158,-1.4716168912603427,0.20186325712076514,77,2021,POSE,-1.1974089788706879,-1.2056560272121983,-1.1892116039190535,0.95,median,qi
0.23256250803473158,-1.4716168912603427,0.20186325712076514,78,2021,POSE,-1.2198044370584165,-1.2368131252111954,-1.2033696140392827,0.95,median,qi
0.5086557954567068,2.1946000007693596,1.3809483680789911,88,2019,SYCA,-1.355405343339633,-1.372036827076994,-1.3403147191166154,0.95,median,qi
0.5086557954567068,2.1946000007693596,1.3809483680789911,89,2019,SYCA,-1.191386470991508,-1.1959084382675604,-1.1870025939613478,0.95,median,qi
0.5086557954567068,2.1946000007693596,1.3809483680789911,90,2020,SYCA,-1.203392308259775,-1.2087271272239606,-1.1981212107129047,0.95,median,qi
0.5086557954567068,2.1946000007693596,1.3809483680789911,91,2020,SYCA,-1.2507766156351108,-1.256356468102423,-1.2452971985623298,0.95,median,qi
0.5541440232415138,-1.150176785423953,-1.3310574805767517,106,2017,WLOU,-1.26618398007647,-1.2734296145479427,-1.2588881502498306,0.95,median,qi
0.5541440232415138,-1.150176785423953,-1.3310574805767517,107,2018,WLOU,-1.2017535311223766,-1.2094980517247178,-1.193864099198371,0.95,median,qi
0.5541440232415138,-1.150176785423953,-1.3310574805767517,108,2018,WLOU,-1.2612808407224465,-1.26657377387066,-1.2560652987972207,0.95,median,qi
0.5541440232415138,-1.150176785423953,-1.3310574805767517,119,2019,WLOU,-1.2548608090918285,-1.2625086370644074,-1.2472975293434183,0.95,median,qi
0.5541440232415138,-1.150176785423953,-1.3310574805767517,120,2021,WLOU,-1.2087907451429896,-1.2172377115877862,-1.200584700815552,0.95,median,qi
0.5541440232415138,-1.150176785423953,-1.3310574805767517,121,2021,WLOU,-1.3011443111594263,-1.3075530579255843,-1.2945759614945396,0.95,median,qi
0.5541440232415138,-1.150176785423953,-1.3310574805767517,129,2017,WLOU,-1.24566393417035,-1.2522774225724138,-1.239135077482171,0.95,median,qi
0.5956972432637091,0.702737781673091,1.0020856201932136,80,2017,PRIN,-1.207057458199723,-1.2113086130497122,-1.202844893204095,0.95,median,qi
0.5956972432637091,0.702737781673091,1.0020856201932136,81,2017,PRIN,-1.205342761079133,-1.2099545144694954,-1.2008916010825565,0.95,median,qi
0.5956972432637091,0.702737781673091,1.0020856201932136,82,2018,PRIN,-1.210125627302893,-1.213331211844202,-1.207058273701821,0.95,median,qi
0.5956972432637091,0.702737781673091,1.0020856201932136,83,2018,PRIN,-1.283696090686537,-1.3016960831103037,-1.2653063578509465,0.95,median,qi
0.5956972432637091,0.702737781673091,1.0020856201932136,84,2019,PRIN,-1.1997075238488182,-1.2044658440224068,-1.195013273952176,0.95,median,qi
0.5956972432637091,0.702737781673091,1.0020856201932136,85,2019,PRIN,-1.2880309530634808,-1.2930523996448449,-1.283052450010237,0.95,median,qi
0.5956972432637091,0.702737781673091,1.0020856201932136,86,2020,PRIN,-1.1794449157495919,-1.1840772094387184,-1.1748460484302303,0.95,median,qi
0.5956972432637091,0.702737781673091,1.0020856201932136,87,2021,PRIN,-1.2500497310979912,-1.2593276706484235,-1.2409987822547188,0.95,median,qi
0.9686912394675946,-1.152557052262209,-0.8077095431436806,93,2019,TECR,-1.2093817324383707,-1.2122704495920162,-1.2064651690834822,0.95,median,qi
0.9686912394675946,-1.152557052262209,-0.8077095431436806,94,2021,TECR,-1.205833534263931,-1.2096388854768612,-1.2019071328233306,0.95,median,qi
1.1531181739836878,-1.019528036565661,0.5171840002710945,95,2016,WALK,-1.183867647471028,-1.1918441073400206,-1.1757005535325489,0.95,median,qi
1.1531181739836878,-1.019528036565661,0.5171840002710945,96,2017,WALK,-1.1477112040106905,-1.1547727327310997,-1.1408994214514023,0.95,median,qi
1.1531181739836878,-1.019528036565661,0.5171840002710945,97,2017,WALK,-1.1848921120083904,-1.1954678440765956,-1.1741516675330226,0.95,median,qi
1.1531181739836878,-1.019528036565661,0.5171840002710945,98,2018,WALK,-1.1899795318530602,-1.1985785560567999,-1.181251980726552,0.95,median,qi
1.1531181739836878,-1.019528036565661,0.5171840002710945,99,2018,WALK,-1.2238528832354194,-1.233552564188121,-1.2142381269809424,0.95,median,qi
1.1531181739836878,-1.019528036565661,0.5171840002710945,100,2019,WALK,-1.1946723298506567,-1.2041705537669438,-1.1855357757252967,0.95,median,qi
1.1531181739836878,-1.019528036565661,0.5171840002710945,101,2019,WALK,-1.1897880404631749,-1.1997925562275034,-1.17980056441031,0.95,median,qi
1.1531181739836878,-1.019528036565661,0.5171840002710945,102,2020,WALK,-1.1947909672300419,-1.2049317654092602,-1.1840257023376346,0.95,median,qi
1.1531181739836878,-1.019528036565661,0.5171840002710945,103,2021,WALK,-1.1995731366492621,-1.20701473803111,-1.1926458939650653,0.95,median,qi
1.1531181739836878,-1.019528036565661,0.5171840002710945,104,2021,WALK,-1.1873786381336466,-1.195218954422126,-1.179313014891329,0.95,median,qi
1.6351574369751032,0.46002396008585666,0.28828700209359387,36,2017,KING,-1.2367317939781102,-1.2444264978854247,-1.2295002890411832,0.95,median,qi
1.6351574369751032,0.46002396008585666,0.28828700209359387,37,2017,KING,-1.2696035088797553,-1.2775551106052883,-1.261567400781379,0.95,median,qi
1.6351574369751032,0.46002396008585666,0.28828700209359387,38,2019,KING,-1.2791901363463678,-1.2901936998688515,-1.2683394885760635,0.95,median,qi
1.6351574369751032,0.46002396008585666,0.28828700209359387,39,2019,KING,-1.2775398969115785,-1.286649081475456,-1.268668273711908,0.95,median,qi
1.6351574369751032,0.46002396008585666,0.28828700209359387,40,2020,KING,-1.263739694382982,-1.2733278552996468,-1.2539546489061209,0.95,median,qi
1.6351574369751032,0.46002396008585666,0.28828700209359387,110,2018,KING,-1.2311748564010885,-1.243660469640453,-1.218905024887656,0.95,median,qi
1.6351574369751032,0.46002396008585666,0.28828700209359387,111,2020,KING,-1.224541673551406,-1.2286566560981305,-1.2204503902464046,0.95,median,qi
1.6351574369751032,0.46002396008585666,0.28828700209359387,112,2021,KING,-1.2930876819002441,-1.3094192157134243,-1.2778368262367874,0.95,median,qi
1.6351574369751032,0.46002396008585666,0.28828700209359387,130,2018,KING,-1.287017331934964,-1.293295914955034,-1.2804786785022995,0.95,median,qi
2.607130827909868,1.3347492101535376,0.3210956493757349,46,2017,LEWI,-1.1865291096242632,-1.1897603906521388,-1.1833478210976027,0.95,median,qi
2.607130827909868,1.3347492101535376,0.3210956493757349,47,2017,LEWI,-1.1986060834241317,-1.2022812107388714,-1.1948800385479508,0.95,median,qi
2.607130827909868,1.3347492101535376,0.3210956493757349,48,2018,LEWI,-1.2393331432115038,-1.2422480158347073,-1.2363107982344659,0.95,median,qi
2.607130827909868,1.3347492101535376,0.3210956493757349,49,2018,LEWI,-1.191255886307739,-1.1992448651037066,-1.1835262615397988,0.95,median,qi
2.607130827909868,1.3347492101535376,0.3210956493757349,50,2019,LEWI,-1.2138310477126004,-1.218534603762478,-1.2090869381040459,0.95,median,qi
2.607130827909868,1.3347492101535376,0.3210956493757349,51,2020,LEWI,-1.2274334835640193,-1.232365947390857,-1.2225267373625768,0.95,median,qi
2.607130827909868,1.3347492101535376,0.3210956493757349,52,2021,LEWI,-1.2226722839805375,-1.2270282713156093,-1.2183232956574725,0.95,median,qi
2.607130827909868,1.3347492101535376,0.3210956493757349,53,2021,LEWI,-1.212991635917625,-1.2179847945421367,-1.2080217338552728,0.95,median,qi
2.607130827909868,1.3347492101535376,0.3210956493757349,114,2019,LEWI,-1.219893842761135,-1.2233329082296376,-1.2163579087372498,0.95,median,qi
