"","site_id","log_om_s","log_gpp_s","mat_s","temp_deg_c","om","gpp","log_om","mean_temp","sd_temp","mean_om","sd_om","mean_gpp","sd_gpp"
"1","ARIK",-0.29506036560173,0.452291267514568,0.183709524103264,11.5088458326168,5.0506,1728.31673159212,1.61950704811088,11.5088458326168,8.05301937525318,5.0506,3.6919459259312,1728.31673159212,396.132947246181
"2","BIGC",-0.53710479777143,-0.422597102819436,-0.0150087409007973,10.3190234001545,3.53691756272401,727.308829888827,1.26325560283384,10.3190234001545,4.56968639689602,3.53691756272401,1.67318784350138,727.308829888827,194.440266842255
"3","BLDE",-0.28089725212712,-0.199030679795071,-1.00087446439895,4.41616815335644,5.15698924731183,907.353237921463,1.6403529300001,4.41616815335644,5.15577987092995,5.15698924731183,3.50055873180953,907.353237921463,270.041964698311
"4","BLUE",-1.03847311335519,1.99158283435662,0.881166273475987,15.6848569610301,1.691,7924.92640832811,0.525320069916444,15.6848569610301,4.44844075242893,1.691,0.430203765673896,7924.92640832811,2535.78479887466
"5","CARI",-0.652372415269101,-1.15450141161279,-1.57992277029803,0.949125685851183,2.985,352.572883550945,1.09359974684457,0.949125685851183,2.04073026526117,2.985,1.22329473145273,352.572883550945,44.485323265107
"6","CUPE",-1.38128757534961,1.11931863661324,2.09327064660671,22.9423125029611,1.02096774193548,3343.63040392348,0.0207509441050392,22.9423125029611,1.13807520795645,1.02096774193548,0.662247318724175,3343.63040392348,298.262866942085
"7","GUIL",-0.551262434108991,1.35808603184068,1.77736834305461,21.0508525144938,3.46397849462366,4234.54787696691,1.2424177824314,21.0508525144938,1.72563306989208,3.46397849462366,4.19626056491243,4234.54787696691,1573.48167229146
"8","HOPB",-0.342078237522511,-0.721856937262933,-0.265182768807891,8.82111041053957,4.71290322580645,540.927301113709,1.55030411427151,8.82111041053957,6.74471275754666,4.71290322580645,5.14439191560019,540.927301113709,197.623594615516
"9","KING",1.67892527260265,0.558177002002229,0.347913362826346,12.4920136899105,92.2870967741935,1919.19096910996,4.5249043351404,12.4920136899105,4.65722117000657,92.2870967741935,125.83611451606,1919.19096910996,579.733407805502
"10","LECO",-0.634272147256411,0.241004257401875,0.351860455651752,12.5156468450539,3.06559139784946,1402.30270820615,1.12024050276537,12.5156468450539,4.64050056801946,3.06559139784946,1.13289150964296,1402.30270820615,387.483740589708
"11","LEWI",2.63525125633231,1.49068455635802,0.381986160593953,12.6960240214209,377.083333333333,4828.13405530222,5.93246620634603,12.6960240214209,4.41081523733822,377.083333333333,418.017958811447,4828.13405530222,822.894980720306
"12","MART",-0.35514667097285,-0.217347257033912,-0.356875799035252,8.27209985902971,4.62311827956989,891.059067755199,1.53106942970365,8.27209985902971,3.69750920836111,4.62311827956989,1.14429645772662,891.059067755199,311.84944817469
"13","MCDI",-0.242346057480942,0.356905546432817,0.350138115246553,12.5053343594331,5.45806451612903,1572.67836475294,1.69709424268698,12.5053343594331,6.65069212890165,5.45806451612903,7.71886886301702,1572.67836475294,1205.05787933309
"14","MCRA",-0.0385580032476725,0.446906610180746,-0.607946654997399,6.76881712578332,7.36720430107527,1719.13413145266,1.99703829923895,6.76881712578332,3.56635878954114,7.36720430107527,3.95295500579447,1719.13413145266,308.489335330538
"15","OKSR",-0.429601535823107,-0.977110151154502,-1.5677704571046,1.02188746667471,4.1432626,420.210426109038,1.42148354510782,1.02188746667471,3.0917801459292,4.1432626,2.14290491947672,420.210426109038,256.102275203904
"16","POSE",0.29891015315257,-1.50106352643023,0.258159623226684,11.9546146100077,12.1064516129032,250.233271766442,2.49373850165583,11.9546146100077,6.69567602356779,12.1064516129032,13.3042521045185,250.233271766442,48.3669370169165
"17","PRIN",0.656198928887759,0.816923931005533,1.08921536629372,16.930547575745,20.4833333333333,2479.08477521981,3.01961154734393,16.930547575745,7.34142245969442,20.4833333333333,22.6745574500486,2479.08477521981,556.880941511096
"18","REDB",-1.33397407289497,-0.299945688681213,-0.78269706170742,5.72250186140009,1.0946,821.140093750592,0.0903889997276805,5.72250186140009,4.30454920255564,1.0946,1.54799816537359,821.140093750591,325.833052588733
"19","TECR",1.02318824533591,-1.16092734065729,-0.790313041899372,5.67690130184716,35.1548387096774,350.338562267291,3.55976226766385,5.67690130184716,4.80906700946006,35.1548387096774,21.1386911081166,350.338562267291,182.249912781608
"20","WALK",1.20464616509205,-1.01911073930052,0.585629994708321,13.9153382201281,45.9172043010753,403.107477359948,3.82683986821271,13.9153382201281,2.75066451896304,45.9172043010753,NA,403.107477359948,39.5914701700805
"21","WLOU",0.615314657378388,-1.15838983895846,-1.33382610663819,2.42262552226854,19.2870967741936,351.219165084391,2.95943631140171,2.42262552226854,2.8831385230357,19.2870967741936,6.66505166008739,351.219165084391,88.0324066637321
